,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitslose nach Gemeinden
01051110, Süderhastedt,20 ,1 ,3 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051113, Wöhrden,39 ,2 ,8 ,8 ,5 ,2 ,1 ,1 ,0 ,0 ,17 ,1 ,3 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,23 ,2 ,5 ,2 ,0 ,2 ,1 ,1 ,0 ,0 
01051114, Tellingstedt,97 ,4 ,16 ,26 ,16 ,3 ,0 ,1 ,1 ,0 ,34 ,0 ,5 ,15 ,11 ,1 ,0 ,0 ,1 ,0 ,63 ,3 ,10 ,12 ,5 ,2 ,0 ,1 ,0 ,0 
01051117, Tielenhemme,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051118, Trennewurth,8 ,1 ,2 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051119, Volsemenhusen,8 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01051120, Wallen,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051121, Warwerort,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051122, Weddingstedt,66 ,1 ,8 ,12 ,9 ,1 ,0 ,0 ,0 ,0 ,27 ,0 ,3 ,10 ,8 ,0 ,0 ,0 ,0 ,0 ,39 ,1 ,4 ,2 ,1 ,1 ,0 ,0 ,0 ,0 
01051125, Welmbüttel,23 ,2 ,4 ,4 ,1 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,18 ,1 ,2 ,3 ,0 ,1 ,0 ,0 ,0 ,0 
01051126, Wennbüttel,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051127," Wesselburen, Stadt",164 ,9 ,30 ,38 ,19 ,7 ,1 ,2 ,1 ,0 ,47 ,1 ,9 ,17 ,10 ,2 ,0 ,0 ,1 ,0 ,117 ,7 ,21 ,21 ,8 ,5 ,1 ,2 ,0 ,0 
01051128, Wesselburener Deichhausen,8 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,1 ,1 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,1 ,1 
01051129, Wesselburenerkoog,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051130, Wesseln,37 ,1 ,8 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,21 ,1 ,5 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01051131, Westerborstel,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051132, Westerdeichstrich,39 ,3 ,5 ,14 ,10 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,22 ,2 ,4 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
01051133, Wiemerstedt,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051134, Windbergen,26 ,1 ,4 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,18 ,1 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01051135, Wolmersdorf,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051136, Wrohm,22 ,1 ,2 ,9 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
01051137, Nordermeldorf,15 ,0 ,2 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051138, Tensbüttel-Röst,27 ,1 ,4 ,9 ,7 ,1 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,18 ,1 ,3 ,4 ,3 ,1 ,0 ,0 ,0 ,0 
01051139, Süderdorf,5 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01051140, Oesterwurth,8 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01051141, Süderheistedt,19 ,1 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
01053, Herzogtum Lauenburg,"6,227 ",173 ,805 ,"1,527 ",879 ,737 ,19 ,80 ,109 ,56 ,"2,100 ",56 ,352 ,702 ,494 ,103 ,1 ,14 ,25 ,16 ,"4,127 ",117 ,453 ,825 ,385 ,634 ,18 ,66 ,84 ,41 
01053001, Albsfelde,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053002, Alt Mölln,25 ,0 ,3 ,10 ,7 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,6 ,5 ,1 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,4 ,2 ,1 ,0 ,0 ,0 ,0 
01053003, Aumühle,50 ,1 ,7 ,16 ,10 ,4 ,0 ,1 ,0 ,0 ,26 ,1 ,3 ,10 ,7 ,1 ,0 ,1 ,0 ,0 ,23 ,0 ,3 ,5 ,3 ,3 ,0 ,0 ,0 ,0 
01053004, Bäk,15 ,1 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053005, Bälau,8 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053006, Basedow,21 ,1 ,3 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,11 ,1 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053007, Basthorst,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053008, Behlendorf,10 ,0 ,2 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053009, Berkenthin,49 ,1 ,4 ,12 ,8 ,1 ,0 ,0 ,0 ,0 ,23 ,0 ,3 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,26 ,1 ,2 ,6 ,2 ,1 ,0 ,0 ,0 ,0 
01053010, Besenthal,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053011, Bliestorf,6 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,4 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053012, Börnsen,98 ,1 ,8 ,27 ,16 ,9 ,0 ,1 ,1 ,1 ,45 ,0 ,4 ,16 ,12 ,2 ,0 ,1 ,0 ,0 ,53 ,1 ,4 ,11 ,4 ,7 ,0 ,1 ,1 ,1 
01053013, Borstorf,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053014, Breitenfelde,65 ,1 ,6 ,17 ,11 ,4 ,0 ,0 ,1 ,0 ,28 ,0 ,4 ,10 ,9 ,0 ,0 ,0 ,0 ,0 ,37 ,1 ,2 ,7 ,2 ,4 ,0 ,0 ,1 ,0 
01053015, Bröthen,5 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01053016, Brunsmark,5 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053017, Brunstorf,19 ,1 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,11 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01053018, Buchholz,3 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053019, Buchhorst,4 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 
01053020, Büchen,162 ,5 ,29 ,28 ,17 ,10 ,0 ,2 ,2 ,2 ,59 ,2 ,15 ,17 ,12 ,1 ,0 ,0 ,0 ,0 ,103 ,3 ,14 ,11 ,5 ,9 ,0 ,2 ,1 ,1 
01053021, Dahmker,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053022, Dalldorf,8 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053023, Dassendorf,58 ,2 ,8 ,18 ,8 ,2 ,0 ,0 ,0 ,0 ,31 ,1 ,5 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,28 ,1 ,3 ,8 ,2 ,2 ,0 ,0 ,0 ,0 
01053024, Düchelsdorf,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053025, Duvensee,15 ,0 ,1 ,3 ,3 ,1 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 
01053026, Einhaus,7 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
01053027, Elmenhorst,20 ,1 ,3 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
01053028, Escheburg,70 ,0 ,5 ,16 ,10 ,6 ,0 ,1 ,0 ,0 ,45 ,0 ,3 ,12 ,8 ,2 ,0 ,0 ,0 ,0 ,26 ,0 ,2 ,4 ,2 ,5 ,0 ,1 ,0 ,0 
01053029, Fitzen,8 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053030, Fredeburg,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053031, Fuhlenhagen,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053032," Geesthacht, Stadt","1,405 ",44 ,178 ,312 ,181 ,271 ,7 ,28 ,36 ,18 ,384 ,12 ,61 ,127 ,88 ,36 ,0 ,4 ,11 ,8 ,"1,021 ",33 ,117 ,185 ,93 ,235 ,7 ,24 ,25 ,10 
01053033, Giesensdorf,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053034, Göldenitz,9 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053035, Göttin,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053036, Grabau,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053037, Grambek,8 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053038, Grinau,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053039, Groß Boden,5 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
01053040, Groß Disnack,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053041, Groß Grönau,64 ,1 ,8 ,21 ,14 ,2 ,0 ,0 ,1 ,1 ,33 ,1 ,5 ,13 ,10 ,2 ,0 ,0 ,1 ,1 ,31 ,0 ,3 ,8 ,4 ,1 ,0 ,0 ,0 ,0 
01053042, Groß Pampau,8 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
01053043, Groß Sarau,16 ,0 ,1 ,5 ,5 ,4 ,0 ,1 ,0 ,0 ,6 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,2 ,2 ,4 ,0 ,0 ,0 ,0 
01053044, Groß Schenkenberg,9 ,0 ,1 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01053045, Grove,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053046, Gudow,42 ,2 ,7 ,14 ,9 ,1 ,0 ,0 ,1 ,1 ,24 ,1 ,4 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,19 ,1 ,3 ,5 ,2 ,1 ,0 ,0 ,1 ,1 
01053047, Gülzow,35 ,1 ,6 ,14 ,12 ,1 ,0 ,0 ,1 ,1 ,23 ,1 ,4 ,10 ,8 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,4 ,4 ,1 ,0 ,0 ,1 ,1 
01053048, Güster,25 ,0 ,2 ,7 ,3 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01053049, Hamfelde,7 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053050, Hamwarde,25 ,2 ,4 ,11 ,7 ,3 ,1 ,1 ,0 ,0 ,13 ,1 ,2 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,11 ,1 ,2 ,4 ,1 ,3 ,1 ,1 ,0 ,0 
01053051, Harmsdorf,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053052, Havekost,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053053, Hohenhorn,15 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
01053054, Hollenbek,15 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053056, Hornbek,9 ,0 ,2 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01053057, Horst,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053058, Juliusburg,6 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053059, Kankelau,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053060, Kasseburg,8 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053061, Kastorf,23 ,0 ,2 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053062, Kittlitz,6 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
01053064, Klein Pampau,21 ,1 ,5 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053066, Klein Zecher,8 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053067, Klempau,7 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
01053068, Klinkrade,16 ,0 ,2 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
01053069, Koberg,13 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053070, Köthel,5 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053071, Kollow,11 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053072, Kröppelshagen-Fahrendorf,17 ,0 ,2 ,5 ,4 ,1 ,0 ,0 ,1 ,1 ,10 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,2 ,1 ,0 ,0 ,0 ,0 
01053073, Krüzen,7 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
01053074, Krukow,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053075, Krummesse,45 ,0 ,6 ,19 ,12 ,1 ,0 ,0 ,0 ,0 ,30 ,0 ,6 ,12 ,9 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,7 ,3 ,1 ,0 ,0 ,0 ,0 
01053076, Kuddewörde,21 ,0 ,2 ,8 ,6 ,1 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,5 ,4 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,0 
01053077, Kühsen,8 ,0 ,2 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
01053078, Kulpin,5 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053079, Labenz,15 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053080, Langenlehsten,6 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053081, Lankau,11 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
01053082, Lanze,12 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
01053083," Lauenburg/ Elbe, Stadt",663 ,25 ,86 ,156 ,80 ,116 ,3 ,11 ,20 ,11 ,148 ,8 ,32 ,50 ,38 ,13 ,0 ,2 ,3 ,2 ,515 ,17 ,55 ,106 ,42 ,103 ,2 ,9 ,17 ,8 
